Location,Description,Price,Surface,RoomN,Listing,Company,HashKey
"Zogu i Zi Tirana, Albania","BLACK BIRD, COMMERCIAL ENVIRONMENT FOR SALE!","600,000 €",79 m2,,For Sale ,Century21,32eba289493496db1ced3d98b13b46a7
"Rruga Qemal Stafa"" Tirana, Albania",1+1 apartment for sale in Pazari i Ri,"185,000 €",74 m2,,For Sale ,Century21,0c53ddcced0bb280cddf1a67b7ecf231
"Tirana, Albania",BUSINESS UNIT FOR SALE IN ASTIR - OPEN SPACE,"290,400 €",132 m2,,For Sale ,Century21,09b00edabb7eb010b4160e93c45a4dbc
"Tirana, Albania",200 M2 AMBIENT FOR RENT NEAR MULLETI CIRCULATION!,"2,000 €",209 m2,,To Rent ,Century21,d5f52d98f9d9dc4615ca25faf9098fbf
"Tirana, Albania","BOGDANE STREET, SERVICE UNIT FOR SALE","335,000 €",93 m2,,For Sale ,Century21,69defdf536c2e6ba60001c7cf113285b
"Long Hill Tirana, Albania","PREMIUM VILLA FOR RENT, LONG HILL RESIDENCE!","3,500 €",590 m2,,To Rent ,Century21,f2a6a7228388e828cb25c52580ebe4b5
"Tirana, Albania",EXCLUSIVE APARTMENT FOR SALE 1+1+ PARKING POST IN ASTIR - | 72 m²,"86,000 €",72 m2,,For Sale ,Century21,4c4b84403f6beb750211836abbe471fa
"Tirana, Albania",EXCLUSIVE APARTMENT FOR SALE 1+1+ PARKING POST IN ASTIR - | 72 m²,"86,000 €",72 m2,,For Sale ,Century21,4c4b84403f6beb750211836abbe471fa
"Rr.""Idriz Dollaku"", Tirane Tirana, Albania","ALI DEM, BUSINESS ENVIRONMENT FOR SALE","418,000 €",209 m2,,For Sale ,Century21,199fe18b90e75931ed7ab63c30a2d026
"Bulevardi Zhan D'Ark Tirana, Albania",APARTMENT FOR RENT 1+1 AT THE MINISTRY OF FOREIGN !!,550 €,67 m2,,Reserved ,Century21,7a64f386cad773d863fe79bcd92692c3
"Tirana, Albania",1+1 APARTMENT FOR RENT ON TEFTA TASHKO STREET,620 €,56 m2,,To Rent ,Century21,fbe2781fe0adc7cdc9c3e3a95ecd64ea
"Tirana, Albania","2+1+2 apartment for rent and for Airbnb in Dibra Street, Tirana",550 €,89 m2,,To Rent ,Century21,beca3247d58b57664742b1ef75b53c15
"Rruga Bill Clinton Tirana, Albania","1+1 apartment for rent near Hill of the Sun, Bill Clinton Street.",450 €,55 m2,,To Rent ,Century21,063fcf4d0f5524f2b63f2f3f5f99eb63
"Kompleksi Kika 2 Tirana, Albania",Japim me qira ambient per zyra tek Kika 2 Komuna e Parisit !,"1,000 €",105 m2,,To Rent ,Century21,a8ec6d84f5e9071f1c07d0d0354197bd
"Tirana, Albania","OPPORTUNITY! PARKING POST FOR SALE AT -1 ON BULEVARDI GJERGJ FISHTA, BEHIND THE FORMER UET!","29,500 €",25 m2,,For Sale ,Century21,cbb15b92ce535f5d95284c584cac7c7e
"Tirana, Albania",Apartment 2+1+2 for sale near New Boulevard,"172,000 €",101 m2,,For Sale ,Century21,db1a526ddc5903ce9d4a39614d7d6695
"Tirana, Albania",Apartment 2+1+2 for sale near New Boulevard,"170,000 €",100 m2,,For Sale ,Century21,258470f665a2985a967a55974d9a8352
"Tirana, Albania",We are selling a 1+1 apartment near New Boulevard,"95,500 €",56 m2,,For Sale ,Century21,80a76e86d84eb6d42b1c32c6fc97f3f0
"Tirana, Albania",Apartment 2+1+2 for sale near New Boulevard,"170,000 €",100 m2,,For Sale ,Century21,258470f665a2985a967a55974d9a8352
"Tirana, Albania",Apartment 2+1+2 for sale near New Boulevard,"199,000 €",117 m2,,For Sale ,Century21,1ddc00c7069c6f33c787b492e7a0189f
"Tirana, Albania",APARTMENT FOR RENT ON DRITAN HOXHA STREET NEAR THE CROSSROAD OF LAPRAKE,500 €,55 m2,,To Rent ,Century21,f813f8d0314c80d8f642d405ed97d093
"Tirana, Albania",Luxury Apartment for Rent in Blok!,"2,000 €",165 m2,,To Rent ,Century21,cc46d1d6660c3e6ec8befc9ab5bcd3ca
"Tirana, Albania",Two-storey villa for sale in Paskuqan,"260,000 €",280 m2,,For Sale ,Century21,a1363d85eb0c4b361f0360cbf20e9fcf
"Tirana, Albania",Boutique for sale in the Ali Demi area near the 1 Maji school,"35,000 €",40 m2,,For Sale ,Century21,2180be8b3b0c6fdef671bb4ab9fd4e33
"Tirana, Albania",WE GIVE COMMERCIAL ENVIRONMENT FOR RENT NEAR THE ELBOW!,850 €,88 m2,,To Rent ,Century21,fb6546dc55b962aeae145c7c0d36bc17
"zogu i zi, laprake, kupola rruga dritan hoxha Tirana, Albania",Sale of 1+1 completed in the aura complex near the black bird,"126,000 €",81 m2,,For Sale ,Century21,2e82b1dc7c86eaf6cb84027b0d4a4723
"Rr. ""Idriz Dollaku"", Ali Dem, Tirane Tirana, Albania","ALI DEMI, COMMERCIAL ENVIRONMENT FOR SALE!","338,000 €",169 m2,,For Sale ,Century21,26eb32fb08e6981bad5f2a350133bad0
"Tirana, Albania",APARTMENT FOR SALE 2+1+2 AT SIMA COM,"190,000 €",105 m2,,For Sale ,Century21,cd56653a57ba6f0ef3aa9a06e69b6ab9
"Tirana, Albania","2+1 APARTMENT FOR SALE NEAR ""ANDON ZAKO CAJUPI"" SCHOOL.","65,000 €",60 m2,,For Sale ,Century21,c2897c35748aa338b0d0b97a2c463b1d
"Tirana, Albania",APARTMENT FOR RENT 2+1+2+PARKING SPACE AT KODRA E DIELLE!,800 €,94 m2,,To Rent ,Century21,dace5b3e0d6718b25f10a5ca99d64e66
"Tirana, Albania","APARTMENT 1+1 FOR RENT, CENTER",900 €,67 m2,,To Rent ,Century21,b13eee22119f350b6af548baf9002db7
"Tirana, Albania",APARTMENT FOR RENT. 2+1+2 ON THE TOP FLOOR OF A VILLA NEAR THE ARTIFICIAL LAKE,800 €,100 m2,,To Rent ,Century21,7d32274346f8f52ccb067e4882d35699
"Tirana, Albania","Apartment for rent 2+1+Parking post, near Jordan Misja Street!",650 €,133 m2,,To Rent ,Century21,c9ef2da3e3cae908acbc560e2c69fb24
"Tirana, Albania","UNIQUE PENTHOUSE FOR SALE + 2 PARKING SPACE, DRY LAKE!","600,000 €",214 m2,,For Sale ,Century21,7367a4efe1b26658c28fb94bc8dfc717
"Lion Park 1 Tirana, Albania",OFFICE FOR RENT AT LION PARK 1!,Price upon request,352 m2,,To Rent ,Century21,cfdec302ce180632abab940b01ecae71
"Mullet Tirana, Albania","MULLET, WAREHOUSE FOR RENT","1,200 €",400 m2,,To Rent ,Century21,f878f890a6a6994997e1b8c405b64303
"rruga Jordan Misja Tirana, Albania",APARTMENT FOR SALE 3+1+2 NEAR NEW BOULEVARD!,"219,000 €",156 m2,,For Sale ,Century21,1b933613d0b4ebe23bc9ade7944cc0c7
"RESIDENCA MAGNET Tirana, Albania","COMMERCIAL PREMISES FOR RENT AT THE ""MAGNET"" RESIDENCE, THE FORMER CONCRETE JOINT","1,000 €",162 m2,,To Rent ,Century21,c7853330b04580d59b9b1cf53ac3fb17
"Perballe me Delijorgjin Tirana, Albania",Apartment 2+1+2 in front of Delijorg,Price upon request,87 m2,,For Sale ,Century21,a19d2694a3bfbdc3c6fe0d9594fdd533
"Tirana, Albania",Duplex for rent 3+1+parking post at Kodra e Diellit 2,"1,300 €",150 m2,,To Rent ,Century21,7eb4110dbfbfff582cc845b1a844f9e1
"Rruga e Kosovareve Tirana, Albania",Luxury apartment for rent at Lake View Residence!!,"1,900 €",126 m2,,To Rent ,Century21,4db0feb11b0f40ba73d2b1974ff30bd5
"Tirana, Albania",2+1 apartment for sale,"260,000 €",87 m2,,For Sale ,Century21,8bdd25b5896194de6cb4c77d05023a41
"Bulevardi Zhan D'Ark Tirana, Albania",STUDIO APARTMENT FOR RENT AT THE MINISTRY OF FOREIGN AFFAIRS!!,400 €,52 m2,,To Rent ,Century21,15f79f4d067f70191fa57ed70d2ad36b
"Tirana, Albania",BARGAIN/FOR SALE 2+1 APARTMENT IN WHITE TOWER IN THE MUNICIPALITY OF PARIS,"245,000 €",121 m2,,Reserved ,Century21,5835a71bdf22e1b867deb0d555b02c10
"Tirana, Albania",APARTMENT FOR SALE 2+1+2 IN GOLDEN PARK!,"173,000 €",95 m2,,For Sale ,Century21,9738b225394c68d3d879b7020a6063f7
"Tirana, Albania",Parking post at the Artistic High School for sale!,"60,000 €",29 m2,,For Sale ,Century21,5901e1770a65679b484d896001887ad0
"Rr. Frang Bardhi Tirana, Albania",Commercial premises for rent,"6,000 €",820 m2,,To Rent ,Century21,927f850791fe41a7c2b4643d4825c530
"Pazari i ri Tirana, Albania","Post Parking for sale at Pazari i Ri, Tirana","45,000 €",34 m2,,Reserved ,Century21,3a659420b52cd2c7950efe0d5a660cf5
"Tirana, Albania",BARGAIN!! APARTMENT 2+1 FOR SALE IN YZBERISH!,"110,000 €",110 m2,,For Sale ,Century21,13f0ddafe0307e78e745998fd7e59a30
"Tirana, Albania",APARTMENT FOR RENT 3+1+VERANDE IN LAPRAKE,400 €,85 m2,,To Rent ,Century21,edf8aeba5ee8de53425cb23584eb5c13
"Tirana, Albania",We rent luxury apartments at Zogu i Black!,700 €,67 m2,,To Rent ,Century21,d3a40188aacb18178bc3ce765625cf40
"Tirana, Albania",SHELTER AND SHOWROOM FOR SALE AT TIRANA INDUSTRIAL PARK.,"2,500,000 €",1640 m2,,For Sale ,Century21,636d903d7a70d15afee36af1daf3f36b
"Tirana, Albania",SHELTER AND SHOWROOM FOR SALE AT TIRANA INDUSTRIAL PARK.,"7,920,000 €",6600 m2,,For Sale ,Century21,c1b458961c8a69efa3f45578ced06349
"Tirana, Albania",MODERN VILLA FOR RENT IN MULLET!,"1,500 €",500 m2,,To Rent ,Century21,24d8b17ec58172fb06bffce3ad260835
"PRANE RING CENTER Tirana, Albania",BAR-RESTAURANT BUSINESS FOR SALE!,Price upon request,180 m2,,For Sale ,Century21,8cfe29818a1572f35cef64e152d3c2c4
"DOWNTOWN ONE Tirana, Albania",OFFICE FOR SALE AT DOWNTOWN ONE!,Price upon request,1150 m2,,For Sale ,Century21,3866967d15158b1bbe01459880166a10
"Rruga Tafaj Tirana, Albania","SELVIA, APARTMENT FOR RENT 2+1",850 €,82 m2,,To Rent ,Century21,3a6161ec482ffdf2fcf5c25216cbe152
"Tirana, Albania",Shop for sale in Porcelan,"50,000 €",54 m2,,For Sale ,Century21,eb1ed5d6a5c6ae47cbd58a17e9081b49
"Ish Profarma Tirana, Albania",2+1 APARTMENT FOR RENT IN THE FORMER PROFARMA!!,450 €,86 m2,,To Rent ,Century21,532e2683e0ce850e276ab08acb598b57
"Tirana, Albania","2+1 apartment for sale in Ali Demi, near the New Maternity","160,000 €",79 m2,,For Sale ,Century21,a8de04c715466ed660d5050fbace767f
"FUSHA AVIACIONIT. PALLATI I TELEBINGOS Tirana, Albania",2+1 APARTMENT FOR RENT NEAR THE AVIATION FIELD!,550 €,80 m2,,To Rent ,Century21,ecac9b554c3a595b72209764092ce9b8
"Tirana, Albania","Premium apartment for rent 3+1+2, with 2 parking spaces - Lake Dry!","2,000 €",150 m2,,To Rent ,Century21,2444169ab5954a3068557f2a4a166e4f
"Tirana, Albania",1+1 APARTMENT FOR SALE NEAR THE DRY LAKE,"140,000 €",60 m2,,For Sale ,Century21,71518c506a679fe0e737ae95bfb3d814
"Rruga Robert Zhvarc Tirana, Albania","1+1 Apartment For Sale near Kristal Shopping Center, Tirana - €150,000 | 78 m²","150,000 €",78 m2,,For Sale ,Century21,e0922880e71d43efe7a9ec954d49d0c4
"Rruga Robert Zhvarc Tirana, Albania",1+1 APARTMENT FOR RENT NEAR THE KRISTAL CENTER!,390 €,68 m2,,To Rent ,Century21,09c5ff2deadba8ac4eaf5a76f0cc70f1
"Rruga Kont Urani Tirana, Albania",Office space for rent near the Center!,"1,700 €",102 m2,,To Rent ,Century21,8719d46a6bcc72bfb4f7892ca06981a3
"Rruga Islam Alla Tirana, Albania","Kavaje Street, Apartment 2+1!","1,000 €",116 m2,,To Rent ,Century21,1e4bd35acea49cd107c7e24d293d321c
"Rruga Ferit Xhajko Tirana, Albania",2+1 apartment near Durres Restaurant!,600 €,59 m2,,To Rent ,Century21,26bf283997c0e342b4bacb13945bd4dc
"Rr. Aleksandër Moisiu, Ministria e Mbrojtjes. Tirana, Albania",1+1 APARTMENT FOR RENT NEAR THE FIREPLACE.,350 €,44 m2,,To Rent ,Century21,e0d5f1b4ed5cecce0952ee5911e4fd6e
"Rruga Vellazen Huta Tirana, Albania",2+1+2 apartment for sale near the Ministry of Foreign Affairs!!,"190,000 €",104 m2,,For Sale ,Century21,c29508322fe7708a1f1acfbfb370cd26
"Rruga Ferit Xhajko Tirana, Albania",2+1 APARTMENT FOR RENT NEAR THE MADRASE!!,450 €,66 m2,,To Rent ,Century21,9341d745a4744dcac0da044d7cb721d7
"Tirana, Albania",APARTMENT 1 + 1 FOR RENT ON MINE PEZA STREET,400 €,52 m2,,Reserved ,Century21,75085dc5b5cbb0469ff6cc03fbccbf34
"Tirana, Albania",2+1 apartment for rent in Don Bosco!,700 €,70 m2,,To Rent ,Century21,6e7ccad6a18bf7f24000b0ed6371cfbe
"Astir prane Bakery 22 Tirana, Albania",1+1 apartment for rent at Nela 6 in Yzberisht!,350 €,67 m2,,To Rent ,Century21,1d71e42e74fff1fa2f92933e911550b6
"Parku Olimpik Tirana, Albania",1+1 apartment for rent near the Olympic Park!,700 €,66 m2,,Reserved ,Century21,ec75a3d25d7c03e6712e6ea596f35783
"Tirana, Albania","LAPRAKE, APARTMENT FOR SALE 2+1","115,000 €",85 m2,,Reserved ,Century21,1b440968ea57a8b986b65531b0d11ca3
"Liqeni i Tiranes Tirana, Albania",APARTMENT 3+1+2 FOR RENT AT THE GUARD OF THE REPUBLIC!!,800 €,130 m2,,To Rent ,Century21,2d7b47c8f514ff9d36adaf1394852b38
"Lunder Tirana, Albania",ROLLING HILLS 1: LUXURY VILLAS FOR RENT,Price upon request,734 m2,,To Rent ,Century21,9cbe24dc65d32337f2a6f7868a40d793
"Tirana, Albania","Shop for Rent in the Old Park Area
Near Residence Square 21",400 €,28 m2,,To Rent ,Century21,68824c95b7a11e59ed93e986fbbf24be
"pranë Qendrës Tirana, Albania","RENT, OFFICE ENVIRONMENT - 215 m2 ‼️","2,000 €",215 m2,,To Rent ,Century21,3b5d031d93817881fd1d320f6bd8d307
"Tirana, Albania",2+1 APARTMENT FOR SALE NEAR THE MINISTRY OF JUSTICE.,"185,000 €",90 m2,,For Sale ,Century21,d14e8417d34fe8ec4b7f9d431bb2e479
"Tirana, Albania",EXCLUSIVE MULTIFUNCTIONAL BUILDING FOR RENT ON THE FIRST LINE IN THE NEW RING,"2,500 €",237 m2,,To Rent ,Century21,dab96e64967c4c0b2152606163e36692
"Tirana, Albania",APARTMENT FOR SALE 2+1+2 NEAR SQUARE 21 COMPLEX..,"195,000 €",90 m2,,For Sale ,Century21,27f5778b23dc641369119f72d170f5b2
"Rr. Myslym Shyri Tirana, Albania","Commercial premises for sale in Myslym Shyr, Tirana","300,000 €",162 m2,,For Sale ,Century21,59486c74c11f2e9c28730f3e5fd6a937
"Tirana, Albania",APARTMENT FOR RENT 3+1+2 NEAR GLOBE CENTER FORMER PARK!,"1,100 €",120 m2,,To Rent ,Century21,2e57e11effe3f3693ee5e02cf9288621
"Tirana, Albania",We rent business premises at the Zoo,750 €,121 m2,,To Rent ,Century21,6bfa7761d5a5854a4b1cf547a6a24b56
"Tirana, Albania","2+1 APARTMENT FOR RENT, IN MINE PEZA STREET!",700 €,96 m2,,To Rent ,Century21,243a011c8fa2a3b75f69de1012b5f826
"Tirana, Albania",FOR RENT 2+1+2+ PARKING POST FORMER AIRFIELD,600 €,97 m2,,To Rent ,Century21,d5fcace63a9624d95ab165c807f6259b
"Tirana, Albania",APARTMENT FOR SALE IN KODRA E DIELLI RESIDENCE 2,Price upon request,147 m2,,For Sale ,Century21,d18f8b9f1321d2d154b265c9afb9d3d8
"Tirana, Albania","2+1 APARTMENT FOR SALE, MINE PEZA STREET!","180,000 €",96 m2,,For Sale ,Century21,8fdd9d3d8b79486838fbbf04be98d732
"Tirana, Albania","Rent, Apartment 2+1, Mine Peza Street",600 €,70 m2,,To Rent ,Century21,6e4d70b63660cbc279c55e99de7b80a8
"Tirana, Albania","Near the Former Train Station, 2+1 Office Apartment for Rent!!!",550 €,100 m2,,To Rent ,Century21,ebb659c4fdac50c48b71dcd2718f9850
"Tirana, Albania",2+2 Apartment for sale on New Boulevard,"202,430 €",131 m2,,For Sale ,Century21,d643b12bd45fae659ebe289e3c01267e
"Lion Park 1 Tirana, Albania",OFFICE FOR RENT AT LION PARK 1!,Price upon request,717 m2,,To Rent ,Century21,4722de6d4c32e5930d73a9ee3219b79b
"Tirana, Albania",MODERN APARTMENT FOR SALE 2+1+PARKING SPACE NEAR THE DRY LAKE‼️,"220,000 €",95 m2,,For Sale ,Century21,f39bfaf110bb600ae4f4087dece91bde
"Tirana, Albania","Apartment for sale in New Boulevard 3+2,","202,430 €",131 m2,,For Sale ,Century21,88399ec32a9be0a02c2740d0d76e81a9
"Tirana, Albania",3+2 for sale on the new Boulevard,"194,525 €",126 m2,,For Sale ,Century21,71f959261a4858d279e13370b211e68e
"Tirana, Albania",3+2 for sale on the new Boulevard,"194,525 €",126 m2,,For Sale ,Century21,71f959261a4858d279e13370b211e68e
"Tirana, Albania","RENT, BAR-LOUNGE AMBIENT, MINE PEZA STREET","2,000 €",400 m2,,To Rent ,Century21,a28716e3522109cd50ee8ffb962d872f
"Tirana, Albania",Apartment 3+2 for sale on New Boulevard,"194,525 €",126 m2,,For Sale ,Century21,3be9c69ad41fb2843c31b126e0a3a92f
"Tirana, Albania",UNIT FOR SALE ON DRITAN HOXHA STREET,"65,000 €",30 m2,,For Sale ,Century21,05d529abe21b168ebab830d8a9c128b3
"Tirana, Albania",Apartment 3+2 for sale on New Boulevard,"202,430 €",131 m2,,For Sale ,Century21,6b561e0387d46f522a5ff77da4866c95
"Rrethrrotullimi i Shkozes Tirana, Albania",2+1 APARTMENT FOR RENT IN SHKOZE,400 €,102 m2,,To Rent ,Century21,f6e4313fa79e82308ec8016ca0769633
"Tirana, Albania",SERVICE UNIT FOR RENT,400 €,31 m2,,To Rent ,Century21,6df082de44296a7d3722a085b3246353
"Tirana, Albania",Service Unit for sale in the area of Fresk,"49,600 €",31 m2,,For Sale ,Century21,f56959ea9fcb61c1b264241317fd41a6
"Tirana, Albania","BUSINESS ENVIRONMENT FOR RENT, SUITABLE FOR OFFICES",450 €,53 m2,,To Rent ,Century21,c66daa638af3df72bd7038235edb79eb
"Tirana, Albania",2+1 APARTMENT FOR SALE IN ASTIR!,"130,000 €",97 m2,,For Sale ,Century21,be706db0533c61f0781e8c0c12cf2a79
"Myslym Shyri Tirana, Albania","Modern 1+1 Apartment Near the Supreme Court, Myslym Shyr",900 €,75 m2,,To Rent ,Century21,eca68edd49e81b28325bbbb872c720ab
"Tirana, Albania","1+1 apartment for sale on Jordan Misja street near the ""Gener 2"" complex","147,000 €",85 m2,,For Sale ,Century21,cd3d0fd1d0c9feed14a5fb0228ff2329
"rruga e dibres Tirana, Albania",Vile per shitje prane sheshit skenderbej,"1,400,000 €",330 m2,,For Sale ,Century21,b69bc622618ec07579e2e3cfcec864e4
"Tirana, Albania",BAR-LOUNGE FOR SALE MINE PEZA STREET,Price upon request,400 m2,,For Sale ,Century21,da47caa31c16f5f1bdeece671aa2fe98
"Tirana, Albania","Rent, Apartment 1+1, Rruga e Kosovareve.",700 €,70 m2,,To Rent ,Century21,4c26ac8c91ccc0656c59b02051483bed
"Tirana, Albania",EXCLUSIVE MULTIFUNCTIONAL BUILDING FOR SALE ON THE FIRST LINE IN THE NEW RING,"450,000 €",237 m2,,For Sale ,Century21,1649bcc82d55af79cbeeea2652f80ed8
"Don Bosko Tirana, Albania",2+1 apartment at Mara Residence!,"226,463 €",124 m2,,For Sale ,Century21,297f622d77f4eb421bd0cb9d68d316ef
"Rruga Muhamet Deliu Tirana, Albania","APARTMENT FOR RENT 2+1+2 TOILETS AND 2 BALCONIES
450 EURO/MONTH",450 €,105 m2,,To Rent ,Century21,3ce964cfb7f522a49110a35315b483b9
"Tirana, Albania",BAR-PIZZERI BUSINESS ACTIVITY FOR SALE AT THE BLACK BIRD IN TIRANA!,"35,000 €",120 m2,,For Sale ,Century21,a3fa52441d5f83134954ccffbc50e70e
"Tirana, Albania",61 m2 service unit for sale in the Kontakt complex,"145,000 €",62 m2,,For Sale ,Century21,fd7d31ec845b5219963ea874300649a2
"Tirana, Albania",STUDIO APARTMENT FOR SALE IN THE FRATARI COMPLEX IN ASTIR,"50,000 €",40 m2,,For Sale ,Century21,3f15d22f932c00a518cbb1053b13dcaf
"Tirana, Albania",APARTMENT 3 +1+2 FOR RENT NEAR THE ZOO!,900 €,120 m2,,To Rent ,Century21,b1780e8800d66e6b39848eb63dd8f451
"Tirana, Albania",1+1 APARTMENT FOR SALE IN UNIVERS CITY!,"55,000 €",52 m2,,For Sale ,Century21,26dfde7810fae9753af1a1bbda0dccb3
"Tirana, Albania","Apartment 2+1+2 for sale, Zogu i Black!!","226,100 €",119 m2,,For Sale ,Century21,ae4e98cbc1d4a44b54df7b88703eed16
"Tirana, Albania",APARTMENTS 2+1+2 IN UNIVERS CITY FOR SALE!,"94,000 €",93 m2,,For Sale ,Century21,b7db78f19fb84c9f271fd83d9630b218
"Astir Tirana, Albania","2+1 Apartment For Sale in Astiri, Tirana","125,000 €",108 m2,,For Sale ,Century21,e5d753ecd3430bf96b47f7b1f4a628a3
"Astir Tirana, Albania","2+1 Apartment For Sale in Astiri, Tirana","115,000 €",79 m2,,For Sale ,Century21,bef593390545ba5985cfc5be997164f7
"Astir Tirana, Albania",Apartment 2+1+2 For Sale in Astir,"118,000 €",104 m2,,For Sale ,Century21,32f63923731c4cbdeecef73ead6522ad
"Astir Tirana, Albania","1+1 Apartment For Sale in Astiri, Tirana","114,000 €",89 m2,,For Sale ,Century21,ed75a6920c3db7a2c6dbae152a1c081e
"Tirana, Albania",MODERN APARTMENT 3+1+2 with 2 PARKING SPOTS & STORAGE ‼️,"285,000 €",111 m2,,For Sale ,Century21,74e67ec6d81ac74d391161168aa695fb
"Tirana, Albania",Office for sale with an area of 828 m2 in Lion Park!,Price upon request,829 m2,,For Sale ,Century21,cb13689759e156e0c5ee2f73cd13673d
"Rruga Dine Hoxha Tirana, Albania",APARTMENT FOR SALE 2+1+2 TOILET NEAR NEW BOULEVARD!,"170,000 €",118 m2,,For Sale ,Century21,1dab0b87dc272434da7f7a222074f529
"Tirana, Albania",1+1 APARTMENT FOR RENT ON DIBRA STREET!,500 €,79 m2,,To Rent ,Century21,b1d92818fdd3c6d49fbcad8d3eb10f8f
"Tirana, Albania","BUILDING BY THE LAKE FOR SALE, IN LINZE!","1,100,000 €",1601 m2,,For Sale ,Century21,d750d088e71a0b54ea7a7fcfa17d25ad
"Selitë Tirana, Albania",APARTAMENT LUKSOZ 3+1+2 + VERANDE + 1 POST PARKIMI !,900 €,110 m2,,To Rent ,Century21,21e190bdd7ab320762200e7983b07aab
"Rruga Sali Butka, Tirana. Tirana, Albania",STUDIO FOR RENT UNTIL DECEMBER 21.,450 €,37 m2,,c21al.in_negotiation ,Century21,de5247e35edf95e19984bc05bf32ccbe
"Tirana, Albania","2+1 apartment for rent in New Pazari, suitable for AirBnb",700 €,130 m2,,To Rent ,Century21,a184887b69f6befbc34279596a3c2c7c
"Tirana, Albania","TIRANA, CENTER: APARTMENT FOR SALE 3+1+2","430,000 €",156 m2,,For Sale ,Century21,3b81b61f5755d2f465c5642d309690b5
"Tirana, Albania","APARTMENT 1+1 FOR RENT IN ASTIR, OZONI",400 €,60 m2,,To Rent ,Century21,35fac893828dc77c0e8c84ca2c1b121b
"Tirana, Albania",VILLA FOR SALE NEAR STUDENT CITY!,"750,000 €",1180 m2,,For Sale ,Century21,8ac8832e0f8f05f360ce0b8ea30eef70
"Rruga Riza Cerova Tirana, Albania","RED SCHOOL, COMMERCIAL ENVIRONMENT FOR SALE!","70,000 €",37 m2,,For Sale ,Century21,c8cd08aec189c13a3c2cebc44216c59c
"Tirana, Albania",APARTMENT FOR SALE 3+1+2+STORAGE+LAUNDRY NEAR THE FORMER AIRFIELD!,"229,500 €",153 m2,,For Sale ,Century21,7e42d5e008acc30274ff33ad84384c50
"Don Bosko Tirana, Albania",2+1 apartment at Mara Residence!,"211,030 €",119 m2,,For Sale ,Century21,40ec537c8e4e7d6204253efa6feec1ad
"Myslym Shyri Tirana, Albania","MYSLYM SHYRI, 2+1 APARTMENT FOR RENT!",550 €,100 m2,,Reserved ,Century21,37a323d726f415d37237bec2e67de71a
"Tirana, Albania",FOR RENT 2+1 COMPLEX 'MANGALEM',350 €,87 m2,,To Rent ,Century21,a25c9ad8656d234db78d9fe2ad7e5579
"Tirana, Albania",GAS RENT FOR RENT IN ALI DEM!,270 €,25 m2,,To Rent ,Century21,044030b7c50696abb13ddf1de05c1015
"Rruga ""Haxhi Hysen Dalliu"" Tirana, Albania",BRRAKE. APARTMENT FOR SALE 2+1,"198,000 €",91 m2,,For Sale ,Century21,8673a03f30d56afa9aab3850b8dfbb5a
"Tirana, Albania",FORMER AIRFIELD: 2+1 APARTMENT FOR RENT,920 €,126 m2,,To Rent ,Century21,e346a71f8c7fecc418be6a6d1d35f3c3
"Tirana, Albania",MODERN 1+1 APARTMENT FOR RENT ON DURRES STREET,700 €,69 m2,,To Rent ,Century21,9d45e9eade3444687d9a615bfb589a7e
"Tirana, Albania","Newly invested 1+1 apartment for rent at Kodra e Diellit, Bill Klinton street!",550 €,53 m2,,To Rent ,Century21,ccf943cc24c7e91acdfc6fc9180178d3
"Tirana, Albania",Apartment 2+1+2 Residence Kodra e Diellit for sale,"157,000 €",81 m2,,For Sale ,Century21,9246209bccaa867796201d4ae8e1170b
"Tirana, Albania",3+1+2 apartment for sale in the Former Exhibition,"350,000 €",143 m2,,For Sale ,Century21,ce94b9ae90b0fa668dbbc1e8665777f0
"Tirana, Albania",3+1+2 apartment for rent in the Former Exhibition,800 €,143 m2,,To Rent ,Century21,41087ee74c6f40f43e1a2e5ec316ecf1
"Tirana, Albania",3+1+2 apartment for sale in the center of Tirana!,"450,000 €",157 m2,,For Sale ,Century21,bf09724511a03ebbdad34199e796e75d
"Tirana, Albania",FOR RENT A FOUR-STOREY ROADSIDE BUILDING IN SHKOZE!,Price upon request,300 m2,,To Rent ,Century21,be5f0aff259ffdad4ec3541dad085c7f
"Tirana, Albania",PRIVATE HOUSE FOR RENT NEAR COMMISSARIAT NO. 4!,450 €,110 m2,,To Rent ,Century21,19e32575006b5dbee2e13399c96bb02a
"Tirana, Albania",2+1 apartment for rent in Yzberish,500 €,97 m2,,To Rent ,Century21,88e979abfcda89df7bedf9118af90ab6
"Tirana, Albania","RENT, APARTMENT 2+1 NEAR THE MUNICIPALITY OF PARIS ‼️",600 €,72 m2,,To Rent ,Century21,cee9d72b81fe8b330bee3322934affa0
"Rruga e Durresit Tirana, Albania",Post Parking for sale at the former Tirana Aviation Field,"23,000 €",12 m2,,For Sale ,Century21,7711d58c6b30ad1db83dbcaf0d0ca1d6
"Tirana, Albania","Apartment for Rent 2+1, in the Golden Park Complex 3, Opposite the American Hospital 3",500 €,77 m2,,To Rent ,Century21,67056eb41991ee21a8ecc045493568bb
"Tirana, Albania","Apartment for Rent 2+1, in the Golden Park Complex 3, Opposite the American Hospital 3",500 €,81 m2,,To Rent ,Century21,260d36ffd453b472b30abc6b9d81feb4
"Tirana, Albania",PASKUCAN. APARTMENT FOR SALE 2+1,"110,000 €",110 m2,,For Sale ,Century21,1d27e0056202f382d5af249454485f17
